1,0.000199
2,0.000116
4,0.000164
8,0.000138
16,0.000225
32,0.000576
64,0.002141
128,0.010136
256,0.045578
512,0.208382
1024,0.915491
2048,3.996386
4096,18.600968
8192,95.247841
